"_Vind,_kias",|,"_Vind,_keas",|,"Vtrue,_ktas",|,"Vtrue,_ktgs",|,"_Vind,__mph",|,"Vtrue,mphas",|,"Vtrue,mphgs",|,"_elev,yoke1",|,"ailrn,yoke1",|,"ruddr,yoke1",|,"_vect,_rqst",|,"sweep,_rqst",|,"incid,_rqst",|,"dihed,_rqst",|,"retra,_rqst",|,"water,jetts",|,"____Q,rad/s",|,"____P,rad/s",|,"____R,rad/s",|,"pitch,__deg",|,"_roll,__deg",|,"hding,_true",|,"hding,__mag",|,"alpha,__deg",|,"_beta,__deg",|,"hpath,__deg",|,"vpath,__deg",|,"_slip,__deg",|,"__mag,_comp",|,"mavar,__deg",|,"__lat,__deg",|,"__lon,__deg",|,"__alt,ftmsl",|,"__alt,ftagl",|,"___on,runwy",|,"__alt,__ind",|,"__lat,south",|,"__lon,_west",|,"____X,____m",|,"____Y,____m",|,"____Z,____m",|,"___vX,__m/s",|,"___vY,__m/s",|,"___vZ,__m/s",|,"_dist,___ft",|,"_dist,___nm",|,"thro1,_part",|,"thro1,_part",
50.16584,|,50.2733,|,53.932,|,50.23241,|,57.72982,|,62.06384,|,57.80642,|,0.33281,|,0.00356,|,-0.02342,|,0,|,0,|,0,|,0,|,0,|,0,|,0.00402,|,-0.00758,|,0.00182,|,-7.42874,|,-0.90053,|,327.92407,|,331.69025,|,3.9328,|,-0.50405,|,320.91809,|,-12.49359,|,-0.47854,|,332.26422,|,3.65753,|,51.42364,|,-0.66312,|,4733.16211,|,4504.71826,|,0,|,4733.5166,|,50,|,-2,|,-11325.64062,|,1258.13782,|,-47182.05859,|,-15.90567,|,-5.59036,|,-19.58457,|,1559.98877,|,0.25674,|,0.25195,|,0.25195,|
49.91834,|,50.02649,|,53.66594,|,50.21843,|,57.445,|,61.75767,|,57.79034,|,0.33174,|,0.00387,|,-0.01883,|,0,|,0,|,0,|,0,|,0,|,0,|,0.00369,|,-0.00714,|,-0.00048,|,-7.409,|,-0.93855,|,327.92725,|,331.69351,|,3.95666,|,-0.45853,|,320.86508,|,-12.43694,|,-0.4804,|,332.3414,|,3.65754,|,51.42365,|,-0.66314,|,4731.57959,|,4503.04492,|,0,|,4731.94678,|,50,|,-2,|,-11327.06152,|,1257.63989,|,-47183.80469,|,-15.92284,|,-5.56387,|,-19.56867,|,1567.55859,|,0.25799,|,0.25178,|,0.25178,|
49.709,|,49.81921,|,53.4423,|,50.20614,|,57.2041,|,61.50031,|,57.7762,|,0.33055,|,0.00424,|,-0.01439,|,0,|,0,|,0,|,0,|,0,|,0,|,0.00337,|,-0.0067,|,-0.00329,|,-7.39093,|,-0.97292,|,327.91678,|,331.68311,|,3.97452,|,-0.41819,|,320.81268,|,-12.38538,|,-0.48082,|,332.41211,|,3.65755,|,51.42367,|,-0.66317,|,4729.9873,|,4501.35303,|,0,|,4730.35547,|,50,|,-2,|,-11328.5,|,1257.13904,|,-47185.57031,|,-15.93998,|,-5.53981,|,-19.55319,|,1575.2063,|,0.25925,|,0.25163,|,0.25163,|
49.56463,|,49.67495,|,53.28659,|,50.19736,|,57.03796,|,61.32112,|,57.76609,|,0.32989,|,0.00463,|,-0.01205,|,0,|,0,|,0,|,0,|,0,|,0,|,0.00309,|,-0.00631,|,-0.00551,|,-7.37752,|,-0.99807,|,327.89722,|,331.66357,|,3.98641,|,-0.39219,|,320.77005,|,-12.34791,|,-0.48037,|,332.46487,|,3.65756,|,51.42368,|,-0.66318,|,4728.68066,|,4499.91406,|,0,|,4729.16846,|,50,|,-2,|,-11329.68555,|,1256.72803,|,-47187.02344,|,-15.95402,|,-5.52234,|,-19.5407,|,1581.50391,|,0.26028,|,0.25152,|,0.25152,|
49.35918,|,49.47522,|,53.0705,|,50.18472,|,56.80154,|,61.07244,|,57.75155,|,0.32833,|,0.00525,|,-0.00823,|,0,|,0,|,0,|,0,|,0,|,0,|,0.00262,|,-0.0056,|,-0.00843,|,-7.35787,|,-1.03431,|,327.845,|,331.61139,|,4.00204,|,-0.36315,|,320.69812,|,-12.29369,|,-0.47863,|,332.54303,|,3.65758,|,51.42371,|,-0.66321,|,4726.47705,|,4497.74902,|,0,|,4726.86328,|,50,|,-2,|,-11331.69531,|,1256.03442,|,-47189.48438,|,-15.97783,|,-5.49708,|,-19.51977,|,1592.16956,|,0.26204,|,0.25137,|,0.25137,|
49.24283,|,49.35983,|,52.94544,|,50.17713,|,56.66764,|,60.92853,|,57.74281,|,0.32734,|,0.0057,|,-0.00609,|,0,|,0,|,0,|,0,|,0,|,0,|,0.00229,|,-0.00503,|,-0.00977,|,-7.34605,|,-1.05563,|,327.79678,|,331.5632,|,4.01031,|,-0.35154,|,320.64624,|,-12.26087,|,-0.47701,|,332.59076,|,3.65759,|,51.42372,|,-0.66323,|,4724.8999,|,4495.87598,|,0,|,4725.2666,|,50,|,-2,|,-11333.14062,|,1255.53809,|,-47191.24609,|,-15.99507,|,-5.4818,|,-19.50478,|,1599.82751,|,0.2633,|,0.25129,|,0.25129,|
49.14477,|,49.26263,|,52.83992,|,50.17065,|,56.55479,|,60.8071,|,57.73536,|,0.32686,|,0.00623,|,-0.00511,|,0,|,0,|,0,|,0,|,0,|,0,|,0.00191,|,-0.0044,|,-0.01052,|,-7.33608,|,-1.07329,|,327.74283,|,331.50925,|,4.01744,|,-0.34494,|,320.59363,|,-12.23321,|,-0.47526,|,332.63165,|,3.6576,|,51.42374,|,-0.66325,|,4723.31445,|,4494.12646,|,0,|,4723.68848,|,50,|,-2,|,-11334.59961,|,1255.03918,|,-47193.02344,|,-16.01258,|,-5.46891,|,-19.48961,|,1607.54443,|,0.26457,|,0.25123,|,0.25123,|
49.05715,|,49.17114,|,52.74052,|,50.16486,|,56.45396,|,60.69271,|,57.72869,|,0.32585,|,0.00557,|,0.01595,|,0,|,0,|,0,|,0,|,0,|,0,|,0.00155,|,-0.00373,|,-0.01306,|,-7.32815,|,-1.08687,|,327.68311,|,331.44949,|,4.02265,|,-0.17684,|,320.54391,|,-12.21021,|,-0.47151,|,332.65851,|,3.65761,|,51.42375,|,-0.66327,|,4721.72656,|,4492.63232,|,0,|,4722.09229,|,50,|,-2,|,-11336.06543,|,1254.53931,|,-47194.80859,|,-16.02903,|,-5.45816,|,-19.47515,|,1615.29053,|,0.26584,|,0.2512,|,0.2512,|
48.88144,|,48.9961,|,52.55124,|,50.15792,|,56.25176,|,60.47489,|,57.7207,|,0.32504,|,0.01144,|,0.00795,|,0,|,0,|,0,|,0,|,0,|,0,|,0.00109,|,-0.00291,|,-0.02284,|,-7.32203,|,-1.09316,|,327.56967,|,331.336,|,4.04445,|,0.01527,|,320.49808,|,-12.18623,|,-0.45835,|,332.6503,|,3.65763,|,51.42377,|,-0.6633,|,4719.82568,|,4490.76367,|,0,|,4720.16602,|,50,|,-2,|,-11337.8252,|,1253.94092,|,-47196.94531,|,-16.04383,|,-5.44685,|,-19.4614,|,1624.58301,|,0.26737,|,0.25118,|,0.25118,|
48.74522,|,48.8625,|,52.40649,|,50.15199,|,56.09501,|,60.30831,|,57.71388,|,0.3243,|,0.00765,|,0.06728,|,0,|,0,|,0,|,0,|,0,|,0,|,0.00065,|,-0.00213,|,-0.03062,|,-7.31993,|,-1.08715,|,327.40201,|,331.16824,|,4.05964,|,0.0938,|,320.45892,|,-12.16816,|,-0.44165,|,332.61462,|,3.65764,|,51.42379,|,-0.66332,|,4717.98145,|,4488.54932,|,0,|,4718.32715,|,50,|,-2,|,-11339.53711,|,1253.36047,|,-47199.01953,|,-16.05632,|,-5.43825,|,-19.44945,|,1633.61218,|,0.26886,|,0.25119,|,0.25119,|
48.63544,|,48.75547,|,52.29023,|,50.1473,|,55.96867,|,60.17453,|,57.70848,|,0.32358,|,0.01092,|,0.03859,|,0,|,0,|,0,|,0,|,0,|,0,|,0.00019,|,-0.00074,|,-0.03509,|,-7.32129,|,-1.06902,|,327.19205,|,330.95807,|,4.07207,|,0.09416,|,320.42017,|,-12.15619,|,-0.4256,|,332.56296,|,3.65765,|,51.42381,|,-0.66335,|,4716.11279,|,4486.78076,|,0,|,4716.46094,|,50,|,-2,|,-11341.27539,|,1252.77222,|,-47201.12109,|,-16.0687,|,-5.43247,|,-19.43764,|,1642.77246,|,0.27037,|,0.25123,|,0.25123,|
48.55228,|,48.6717,|,52.19892,|,50.14412,|,55.87296,|,60.06944,|,57.70482,|,0.32292,|,0.01179,|,0.04135,|,0,|,0,|,0,|,0,|,0,|,0,|,-0.00026,|,0.00069,|,-0.03435,|,-7.3255,|,-1.04159,|,326.97574,|,330.74161,|,4.07871,|,0.05634,|,320.37927,|,-12.14632,|,-0.41215,|,332.50122,|,3.65767,|,51.42383,|,-0.66337,|,4714.26709,|,4485.07178,|,0,|,4714.60645,|,50,|,-2,|,-11342.99512,|,1252.19116,|,-47203.20312,|,-16.08215,|,-5.42778,|,-19.42565,|,1651.83044,|,0.27186,|,0.25128,|,0.25128,|
48.4851,|,48.60555,|,52.12653,|,50.14236,|,55.79565,|,59.98615,|,57.7028,|,0.3222,|,0.01288,|,0.03934,|,0,|,0,|,0,|,0,|,0,|,0,|,-0.00066,|,0.00229,|,-0.0309,|,-7.33189,|,-1.00668,|,326.77454,|,330.54022,|,4.08222,|,0.00819,|,320.33661,|,-12.13969,|,-0.40132,|,332.4299,|,3.65768,|,51.42385,|,-0.6634,|,4712.43115,|,4482.82959,|,0,|,4712.77197,|,50,|,-2,|,-11344.70898,|,1251.61316,|,-47205.26953,|,-16.09644,|,-5.42468,|,-19.41348,|,1660.84399,|,0.27334,|,0.25136,|,0.25136,|
48.43129,|,48.55342,|,52.06919,|,50.14192,|,55.73373,|,59.92015,|,57.7023,|,0.32172,|,0.01389,|,0.03624,|,0,|,0,|,0,|,0,|,0,|,0,|,-0.00103,|,0.00393,|,-0.02634,|,-7.34001,|,-0.96528,|,326.59985,|,330.36539,|,4.085,|,-0.03501,|,320.29324,|,-12.13765,|,-0.39257,|,332.34943,|,3.6577,|,51.42387,|,-0.66342,|,4710.60645,|,4480.89893,|,0,|,4710.94385,|,50,|,-2,|,-11346.41406,|,1251.03882,|,-47207.32422,|,-16.11112,|,-5.42373,|,-19.40127,|,1669.80701,|,0.27481,|,0.25148,|,0.25148,|
48.3909,|,48.51199,|,52.02332,|,50.1425,|,55.68725,|,59.86737,|,57.70296,|,0.32103,|,0.01472,|,0.034,|,0,|,0,|,0,|,0,|,0,|,0,|,-0.00136,|,0.00552,|,-0.02171,|,-7.3497,|,-0.91755,|,326.4534,|,330.21881,|,4.08752,|,-0.06779,|,320.24991,|,-12.1398,|,-0.38517,|,332.25977,|,3.65771,|,51.42389,|,-0.66345,|,4708.77734,|,4479.20215,|,0,|,4709.1167,|,50,|,-2,|,-11348.125,|,1250.46301,|,-47209.38672,|,-16.12583,|,-5.42474,|,-19.38915,|,1678.79114,|,0.27629,|,0.25162,|,0.25162,|
48.35586,|,48.479,|,51.9865,|,50.14382,|,55.64693,|,59.825,|,57.70448,|,0.32057,|,0.01543,|,0.0322,|,0,|,0,|,0,|,0,|,0,|,0,|,-0.00166,|,0.00698,|,-0.01763,|,-7.36082,|,-0.8636,|,326.33304,|,330.09833,|,4.08959,|,-0.0898,|,320.20752,|,-12.14525,|,-0.37856,|,332.16153,|,3.65773,|,51.4239,|,-0.66347,|,4706.93604,|,4477.02393,|,0,|,4707.28125,|,50,|,-2,|,-11349.84863,|,1249.8833,|,-47211.45703,|,-16.14027,|,-5.42728,|,-19.37733,|,1687.8313,|,0.27778,|,0.25177,|,0.25177,|
48.33159,|,48.45304,|,51.95722,|,50.14583,|,55.619,|,59.7913,|,57.70679,|,0.3201,|,0.01603,|,0.03096,|,0,|,0,|,0,|,0,|,0,|,0,|,-0.00194,|,0.00825,|,-0.01431,|,-7.37332,|,-0.804,|,326.23511,|,330.00031,|,4.08996,|,-0.10316,|,320.16693,|,-12.15218,|,-0.37241,|,332.05682,|,3.65774,|,51.42392,|,-0.6635,|,4705.08691,|,4474.91699,|,0,|,4705.43408,|,50,|,-2,|,-11351.5791,|,1249.30127,|,-47213.53125,|,-16.15422,|,-5.43055,|,-19.36616,|,1696.90552,|,0.27927,|,0.25194,|,0.25194,|
48.53616,|,48.66601,|,52.18441,|,50.14768,|,55.85442,|,60.05275,|,57.70892,|,0.31853,|,0.0159,|,0.04822,|,0,|,0,|,0,|,0,|,0,|,0,|,-0.00201,|,0.00914,|,-0.01594,|,-7.38423,|,-0.75097,|,326.16299,|,329.9281,|,4.0386,|,0.11095,|,320.14105,|,-12.16782,|,-0.3644,|,331.95309,|,3.65775,|,51.42393,|,-0.66352,|,4703.57568,|,4473.45605,|,0,|,4703.93115,|,50,|,-2,|,-11352.99414,|,1248.82556,|,-47215.22656,|,-16.16261,|,-5.43764,|,-19.35843,|,1704.3147,|,0.28049,|,0.25209,|,0.25209,|
48.74522,|,48.87082,|,52.40254,|,50.14858,|,56.09501,|,60.30376,|,57.70996,|,0.31854,|,0.01748,|,0.0688,|,0,|,0,|,0,|,0,|,0,|,0,|,-0.00207,|,0.01002,|,-0.02573,|,-7.39844,|,-0.67477,|,326.03314,|,329.79816,|,4.0002,|,0.33101,|,320.12735,|,-12.19836,|,-0.34431,|,331.77774,|,3.65776,|,51.42395,|,-0.66354,|,4701.70703,|,4471.55566,|,0,|,4702.04785,|,50,|,-2,|,-11354.74023,|,1248.2373,|,-47217.32031,|,-16.16567,|,-5.45117,|,-19.35269,|,1713.45984,|,0.282,|,0.25232,|,0.25232,|
48.89211,|,49.01696,|,52.55777,|,50.14806,|,56.26403,|,60.4824,|,57.70936,|,0.31889,|,0.01864,|,0.07995,|,0,|,0,|,0,|,0,|,0,|,0,|,-0.00214,|,0.01085,|,-0.03426,|,-7.41347,|,-0.58584,|,325.84348,|,329.60831,|,3.9788,|,0.41914,|,320.12357,|,-12.23134,|,-0.32025,|,331.57562,|,3.65778,|,51.42397,|,-0.66357,|,4699.83887,|,4469.44971,|,0,|,4700.18799,|,50,|,-2,|,-11356.48242,|,1247.64941,|,-47219.40234,|,-16.16477,|,-5.46563,|,-19.34901,|,1722.57617,|,0.2835,|,0.25258,|,0.25258,|
49.00131,|,49.1227,|,52.66964,|,50.14676,|,56.3897,|,60.61115,|,57.70786,|,0.31911,|,0.01943,|,0.08383,|,0,|,0,|,0,|,0,|,0,|,0,|,-0.00222,|,0.01177,|,-0.03786,|,-7.42905,|,-0.48656,|,325.61581,|,329.38043,|,3.96716,|,0.41433,|,320.12305,|,-12.26435,|,-0.29705,|,331.36029,|,3.65779,|,51.42399,|,-0.66359,|,4697.96436,|,4467.45947,|,0,|,4698.31543,|,50,|,-2,|,-11358.22461,|,1247.05957,|,-47221.48828,|,-16.16251,|,-5.48002,|,-19.34594,|,1731.69836,|,0.285,|,0.25286,|,0.25286,|
49.0784,|,49.19957,|,52.75057,|,50.14492,|,56.47842,|,60.70428,|,57.70574,|,0.31942,|,0.02091,|,0.07921,|,0,|,0,|,0,|,0,|,0,|,0,|,-0.00226,|,0.01281,|,-0.0366,|,-7.4446,|,-0.38062,|,325.38269,|,329.14703,|,3.95998,|,0.36005,|,320.12268,|,-12.29476,|,-0.27714,|,331.13977,|,3.65781,|,51.42401,|,-0.66362,|,4696.09033,|,4465.61475,|,0,|,4696.43066,|,50,|,-2,|,-11359.96191,|,1246.46973,|,-47223.56641,|,-16.16016,|,-5.49319,|,-19.34289,|,1740.79761,|,0.2865,|,0.25315,|,0.25315,|
49.13681,|,49.25559,|,52.80916,|,50.14297,|,56.54564,|,60.7717,|,57.7035,|,0.31969,|,0.01949,|,0.0844,|,0,|,0,|,0,|,0,|,0,|,0,|,-0.00231,|,0.01392,|,-0.03203,|,-7.45968,|,-0.2721,|,325.17203,|,328.93619,|,3.9547,|,0.29103,|,320.12198,|,-12.32162,|,-0.26102,|,330.91992,|,3.65782,|,51.42403,|,-0.66364,|,4694.23975,|,4463.70752,|,0,|,4694.58496,|,50,|,-2,|,-11361.67188,|,1245.88757,|,-47225.61328,|,-16.15812,|,-5.50479,|,-19.33997,|,1749.75659,|,0.28797,|,0.25344,|,0.25344,|
49.18455,|,49.30204,|,52.85732,|,50.14058,|,56.60057,|,60.82712,|,57.70074,|,0.31971,|,0.02396,|,0.06132,|,0,|,0,|,0,|,0,|,0,|,0,|,-0.00229,|,0.01516,|,-0.02553,|,-7.47616,|,-0.14668,|,324.97394,|,328.73792,|,3.95025,|,0.21812,|,320.12201,|,-12.34908,|,-0.24662,|,330.67102,|,3.65784,|,51.42405,|,-0.66367,|,4692.14893,|,4461.52979,|,0,|,4692.51953,|,50,|,-2,|,-11363.60156,|,1245.22974,|,-47227.92188,|,-16.15565,|,-5.51661,|,-19.33702,|,1759.85901,|,0.28964,|,0.25376,|,0.25376,|
49.21635,|,49.3335,|,52.8895,|,50.13826,|,56.63716,|,60.86415,|,57.69808,|,0.3201,|,0.02047,|,0.07385,|,0,|,0,|,0,|,0,|,0,|,0,|,-0.00224,|,0.01613,|,-0.01882,|,-7.49055,|,-0.03016,|,324.83478,|,328.59857,|,3.94783,|,0.1668,|,320.12354,|,-12.37269,|,-0.23581,|,330.44174,|,3.65785,|,51.42407,|,-0.6637,|,4690.22559,|,4459.40576,|,0,|,4690.58057,|,50,|,-2,|,-11365.37207,|,1244.62463,|,-47230.04297,|,-16.15293,|,-5.52674,|,-19.33481,|,1769.13147,|,0.29116,|,0.25406,|,0.25406,|
49.24018,|,49.35749,|,52.91367,|,50.13594,|,56.66459,|,60.89196,|,57.69541,|,0.32018,|,0.02276,|,0.05948,|,0,|,0,|,0,|,0,|,0,|,0,|,-0.00218,|,0.01691,|,-0.01334,|,-7.50447,|,0.08742,|,324.73358,|,328.49731,|,3.94614,|,0.13108,|,320.12842,|,-12.39477,|,-0.22658,|,330.21335,|,3.65787,|,51.42409,|,-0.66372,|,4688.29053,|,4457.29639,|,0,|,4688.64648,|,50,|,-2,|,-11367.14844,|,1244.01599,|,-47232.16797,|,-16.14916,|,-5.53619,|,-19.33366,|,1778.44397,|,0.29269,|,0.25435,|,0.25435,|
49.16864,|,49.27655,|,52.82567,|,50.13394,|,56.58226,|,60.7907,|,57.69311,|,0.32137,|,0.02233,|,0.0546,|,0,|,0,|,0,|,0,|,0,|,0,|,-0.00218,|,0.01731,|,-0.009,|,-7.51531,|,0.18204,|,324.67603,|,328.43967,|,3.96606,|,0.03927,|,320.1344,|,-12.40925,|,-0.22016,|,330.03293,|,3.65788,|,51.4241,|,-0.66374,|,4686.72852,|,4455.75684,|,0,|,4687.09814,|,50,|,-2,|,-11368.58105,|,1243.52454,|,-47233.88672,|,-16.1456,|,-5.54233,|,-19.3335,|,1785.9502,|,0.29393,|,0.25459,|,0.25459,|
48.97736,|,49.0919,|,52.62617,|,50.13248,|,56.36214,|,60.56112,|,57.69143,|,0.32147,|,0.02153,|,0.0331,|,0,|,0,|,0,|,0,|,0,|,0,|,-0.00221,|,0.01758,|,0.00237,|,-7.529,|,0.29474,|,324.65421,|,328.41785,|,4.00113,|,-0.19326,|,320.13348,|,-12.41687,|,-0.22068,|,329.84793,|,3.65789,|,51.42412,|,-0.66377,|,4684.79492,|,4453.5874,|,0,|,4685.1499,|,50,|,-2,|,-11370.35156,|,1242.91638,|,-47236.00391,|,-16.14497,|,-5.54552,|,-19.33211,|,1795.23157,|,0.29546,|,0.25486,|,0.25486,|
48.8254,|,48.94006,|,52.46191,|,50.13223,|,56.18727,|,60.37209,|,57.69114,|,0.32128,|,0.02062,|,0.02063,|,0,|,0,|,0,|,0,|,0,|,0,|,-0.00219,|,0.01749,|,0.01343,|,-7.54284,|,0.39609,|,324.70618,|,328.46985,|,4.02458,|,-0.29936,|,320.12921,|,-12.41929,|,-0.22654,|,329.69666,|,3.65791,|,51.42414,|,-0.66379,|,4682.90039,|,4451.55127,|,0,|,4683.25488,|,50,|,-2,|,-11372.08594,|,1242.32031,|,-47238.08203,|,-16.14618,|,-5.54656,|,-19.33064,|,1804.32581,|,0.29695,|,0.2551,|,0.2551,|
48.69706,|,48.81482,|,52.32615,|,50.13314,|,56.03958,|,60.21586,|,57.69219,|,0.32127,|,0.01945,|,0.01558,|,0,|,0,|,0,|,0,|,0,|,0,|,-0.00215,|,0.01696,|,0.02023,|,-7.55697,|,0.48803,|,324.81372,|,328.57751,|,4.04224,|,-0.31875,|,320.12836,|,-12.42135,|,-0.23282,|,329.56168,|,3.65792,|,51.42416,|,-0.66382,|,4681.00781,|,4449.63135,|,0,|,4681.36279,|,50,|,-2,|,-11373.81934,|,1241.7251,|,-47240.15625,|,-16.14663,|,-5.54756,|,-19.3306,|,1813.40491,|,0.29845,|,0.25533,|,0.25533,|
48.59254,|,48.71229,|,52.21475,|,50.13499,|,55.9193,|,60.08767,|,57.69432,|,0.32097,|,0.01827,|,0.01471,|,0,|,0,|,0,|,0,|,0,|,0,|,-0.0021,|,0.01599,|,0.02249,|,-7.57135,|,0.57206,|,324.94907,|,328.71298,|,4.0549,|,-0.29041,|,320.13394,|,-12.42307,|,-0.23731,|,329.43787,|,3.65793,|,51.42418,|,-0.66385,|,4679.10645,|,4447.63184,|,0,|,4679.46094,|,50,|,-2,|,-11375.55957,|,1241.12695,|,-47242.24219,|,-16.14524,|,-5.54853,|,-19.33276,|,1822.52722,|,0.29995,|,0.25553,|,0.25553,|
48.50929,|,48.62905,|,52.12402,|,50.13776,|,55.8235,|,59.98325,|,57.6975,|,0.32094,|,0.01687,|,0.01705,|,0,|,0,|,0,|,0,|,0,|,0,|,-0.00204,|,0.01462,|,0.02147,|,-7.58571,|,0.64925,|,325.08856,|,328.8526,|,4.06454,|,-0.24458,|,320.14664,|,-12.42569,|,-0.23945,|,329.32333,|,3.65795,|,51.4242,|,-0.66387,|,4677.18359,|,4445.57422,|,0,|,4677.54297,|,50,|,-2,|,-11377.32031,|,1240.52209,|,-47244.34766,|,-16.14169,|,-5.54998,|,-19.3372,|,1831.75159,|,0.30147,|,0.25574,|,0.25574,|
48.44205,|,48.56266,|,52.05133,|,50.1414,|,55.74612,|,59.89961,|,57.70169,|,0.32072,|,0.0158,|,0.01831,|,0,|,0,|,0,|,0,|,0,|,0,|,-0.002,|,0.01299,|,0.01869,|,-7.59995,|,0.71932,|,325.21619,|,328.98035,|,4.07138,|,-0.20042,|,320.1658,|,-12.42897,|,-0.23954,|,329.21893,|,3.65796,|,51.42422,|,-0.6639,|,4675.24268,|,4443.64551,|,0,|,4675.60254,|,50,|,-2,|,-11379.09473,|,1239.9115,|,-47246.47656,|,-16.13618,|,-5.55183,|,-19.34376,|,1841.06104,|,0.303,|,0.25594,|,0.25594,|
48.3909,|,48.5116,|,51.99509,|,50.14577,|,55.68725,|,59.83489,|,57.70673,|,0.32067,|,0.01426,|,0.02163,|,0,|,0,|,0,|,0,|,0,|,0,|,-0.00196,|,0.01126,|,0.01557,|,-7.61359,|,0.78044,|,325.32306,|,329.08731,|,4.0774,|,-0.16734,|,320.18964,|,-12.43439,|,-0.2382,|,329.12659,|,3.65798,|,51.42424,|,-0.66392,|,4673.32568,|,4441.71484,|,0,|,4673.68311,|,50,|,-2,|,-11380.84668,|,1239.30859,|,-47248.57812,|,-16.12921,|,-5.5547,|,-19.35175,|,1850.2489,|,0.30451,|,0.25612,|,0.25612,|
48.35046,|,48.47241,|,51.9516,|,50.15082,|,55.64072,|,59.78483,|,57.71253,|,0.32058,|,0.0136,|,0.01998,|,0,|,0,|,0,|,0,|,0,|,0,|,-0.00194,|,0.00953,|,0.01273,|,-7.62687,|,0.83312,|,325.41089,|,329.17523,|,4.0826,|,-0.14617,|,320.21707,|,-12.44147,|,-0.23612,|,329.04498,|,3.65799,|,51.42426,|,-0.66395,|,4671.41113,|,4439.53613,|,0,|,4671.771,|,50,|,-2,|,-11382.59473,|,1238.7063,|,-47250.67578,|,-16.12112,|,-5.55837,|,-19.3609,|,1859.42419,|,0.30602,|,0.25629,|,0.25629,|
48.38012,|,48.50507,|,51.98508,|,50.15662,|,55.67484,|,59.82336,|,57.71922,|,0.31988,|,0.00981,|,0.03396,|,0,|,0,|,0,|,0,|,0,|,0,|,-0.00191,|,0.00783,|,0.01063,|,-7.6401,|,0.87777,|,325.48407,|,329.2485,|,4.07074,|,-0.10917,|,320.24756,|,-12.449,|,-0.23364,|,328.97284,|,3.65801,|,51.42427,|,-0.66397,|,4669.46924,|,4437.41846,|,0,|,4669.83008,|,50,|,-2,|,-11384.36426,|,1238.09546,|,-47252.80078,|,-16.11221,|,-5.56232,|,-19.37115,|,1868.72363,|,0.30755,|,0.25646,|,0.25646,|
48.40975,|,48.53419,|,52.01477,|,50.16216,|,55.70895,|,59.85754,|,57.72559,|,0.32042,|,0.01312,|,0.0282,|,0,|,0,|,0,|,0,|,0,|,0,|,-0.00187,|,0.00629,|,0.00431,|,-7.65255,|,0.91506,|,325.53204,|,329.29648,|,4.06687,|,0.04602,|,320.28705,|,-12.46096,|,-0.22667,|,328.89291,|,3.65802,|,51.42429,|,-0.664,|,4667.54639,|,4435.47656,|,0,|,4667.9043,|,50,|,-2,|,-11386.11426,|,1237.4906,|,-47254.91016,|,-16.09989,|,-5.5682,|,-19.3835,|,1877.92407,|,0.30907,|,0.25662,|,0.25662,|
48.4286,|,48.55318,|,52.03393,|,50.16646,|,55.73064,|,59.87958,|,57.73053,|,0.32054,|,0.01285,|,0.03391,|,0,|,0,|,0,|,0,|,0,|,0,|,-0.00188,|,0.00517,|,-0.00148,|,-7.662,|,0.94263,|,325.53854,|,329.30301,|,4.06561,|,0.11273,|,320.32434,|,-12.47196,|,-0.21808,|,328.82211,|,3.65803,|,51.42431,|,-0.66402,|,4665.99854,|,4433.88623,|,0,|,4666.36719,|,50,|,-2,|,-11387.51953,|,1237.00391,|,-47256.60156,|,-16.08797,|,-5.57351,|,-19.39481,|,1885.31909,|,0.31028,|,0.25675,|,0.25675,|
48.45013,|,48.5732,|,52.05384,|,50.17183,|,55.75541,|,59.90249,|,57.73671,|,0.3205,|,0.00911,|,0.05363,|,0,|,0,|,0,|,0,|,0,|,0,|,-0.00188,|,0.00398,|,-0.0064,|,-7.6734,|,0.97494,|,325.51108,|,329.27551,|,4.06351,|,0.13772,|,320.37387,|,-12.48498,|,-0.20652,|,328.73291,|,3.65805,|,51.42433,|,-0.66404,|,4664.04053,|,4431.64258,|,0,|,4664.40479,|,50,|,-2,|,-11389.2959,|,1236.38794,|,-47258.74609,|,-16.07211,|,-5.57983,|,-19.40981,|,1894.67261,|,0.31182,|,0.25691,|,0.25691,|
48.46627,|,48.59018,|,52.07051,|,50.17746,|,55.77399,|,59.92168,|,57.74319,|,0.32061,|,0.01067,|,0.04481,|,0,|,0,|,0,|,0,|,0,|,0,|,-0.00188,|,0.00312,|,-0.0084,|,-7.68433,|,1.00363,|,325.46167,|,329.22604,|,4.06073,|,0.12117,|,320.42319,|,-12.49695,|,-0.19634,|,328.64975,|,3.65806,|,51.42435,|,-0.66407,|,4662.08984,|,4429.54736,|,0,|,4662.46045,|,50,|,-2,|,-11391.06055,|,1235.77441,|,-47260.87891,|,-16.05646,|,-5.58573,|,-19.42492,|,1903.97815,|,0.31335,|,0.25705,|,0.25705,|
