"_Vind,_kias",|,"_Vind,_keas",|,"Vtrue,_ktas",|,"Vtrue,_ktgs",|,"_Vind,__mph",|,"Vtrue,mphas",|,"Vtrue,mphgs",|,"_elev,yoke1",|,"ailrn,yoke1",|,"ruddr,yoke1",|,"_vect,_rqst",|,"sweep,_rqst",|,"incid,_rqst",|,"dihed,_rqst",|,"retra,_rqst",|,"water,jetts",|,"____Q,rad/s",|,"____P,rad/s",|,"____R,rad/s",|,"pitch,__deg",|,"_roll,__deg",|,"hding,_true",|,"hding,__mag",|,"alpha,__deg",|,"_beta,__deg",|,"hpath,__deg",|,"vpath,__deg",|,"_slip,__deg",|,"__mag,_comp",|,"mavar,__deg",|,"__lat,__deg",|,"__lon,__deg",|,"__alt,ftmsl",|,"__alt,ftagl",|,"___on,runwy",|,"__alt,__ind",|,"__lat,south",|,"__lon,_west",|,"____X,____m",|,"____Y,____m",|,"____Z,____m",|,"___vX,__m/s",|,"___vY,__m/s",|,"___vZ,__m/s",|,"_dist,___ft",|,"_dist,___nm",|,"thro1,_part",|,"thro1,_part",
50.02601,|,50.05003,|,53.08922,|,49.74455,|,57.5689,|,61.09399,|,57.24501,|,-0.58132,|,-0.30004,|,0.71501,|,0,|,0,|,0,|,0,|,0,|,0,|,0.15607,|,-0.02496,|,-0.23717,|,-6.97118,|,-0.82252,|,328.05222,|,331.83252,|,-0.37256,|,-1.65896,|,322.42041,|,-7.67063,|,0.04188,|,332.87961,|,3.66294,|,51.43114,|,-0.67254,|,3983.71509,|,3757.8562,|,0,|,3983.94189,|,50,|,-2,|,-11977.34082,|,1022.27582,|,-48017.46094,|,-15.46723,|,-3.41581,|,-20.09941,|,5121.73145,|,0.84293,|,0.25836,|,0.25836,|
50.01558,|,50.08757,|,53.12836,|,49.83758,|,57.55691,|,61.13902,|,57.35206,|,-0.59726,|,0.03008,|,0.24984,|,0,|,0,|,0,|,0,|,0,|,0,|,0.23888,|,-0.02717,|,-0.22959,|,-5.95202,|,-0.81015,|,326.77536,|,330.55713,|,-1.38679,|,-2.78239,|,322.35913,|,-5.47691,|,0.02762,|,333.51031,|,3.66296,|,51.43116,|,-0.67256,|,3982.91528,|,3756.90405,|,0,|,3983.07153,|,50,|,-2,|,-11978.74121,|,1022.01575,|,-48019.27734,|,-15.58631,|,-2.44707,|,-20.2094,|,5129.3042,|,0.84417,|,0.26452,|,0.26452,|
49.98169,|,50.10863,|,53.1502,|,49.94177,|,57.5179,|,61.16417,|,57.47197,|,-0.59193,|,0.05815,|,0.12125,|,0,|,0,|,0,|,0,|,0,|,0,|,0.30614,|,-0.02685,|,-0.15876,|,-4.51857,|,-0.85606,|,325.72586,|,329.51071,|,-1.68185,|,-3.72289,|,322.23706,|,-3.61313,|,-0.00272,|,333.97482,|,3.66297,|,51.43118,|,-0.67259,|,3982.36646,|,3756.12793,|,0,|,3982.46167,|,50,|,-2,|,-11980.17676,|,1021.83179,|,-48021.13281,|,-15.70256,|,-1.61911,|,-20.27068,|,5137.02637,|,0.84545,|,0.27374,|,0.27374,|
49.94255,|,50.09832,|,53.13894,|,50.02087,|,57.47286,|,61.1512,|,57.563,|,-0.5727,|,0.06766,|,0.02924,|,0,|,0,|,0,|,0,|,0,|,0,|,0.36452,|,-0.02347,|,-0.06473,|,-2.37401,|,-0.97012,|,324.99957,|,328.78998,|,-1.57952,|,-4.28149,|,322.04898,|,-1.42709,|,-0.04738,|,334.26593,|,3.66298,|,51.4312,|,-0.67261,|,3982.02686,|,3755.83032,|,0,|,3982.04736,|,50,|,-2,|,-11981.92871,|,1021.70807,|,-48023.38672,|,-15.82054,|,-0.64088,|,-20.2851,|,5146.40283,|,0.84699,|,0.2876,|,0.2876,|
49.89031,|,50.04605,|,53.08345,|,50.02829,|,57.41275,|,61.08734,|,57.57153,|,-0.55822,|,0.07073,|,-0.00637,|,0,|,0,|,0,|,0,|,0,|,0,|,0.39464,|,-0.02037,|,-0.01011,|,-0.45765,|,-1.07401,|,324.79318,|,328.5889,|,-1.36306,|,-4.3512,|,321.89227,|,0.37959,|,-0.07893,|,334.24417,|,3.66299,|,51.43121,|,-0.67263,|,3982.0166,|,3755.78906,|,0,|,3981.97852,|,50,|,-2,|,-11983.32129,|,1021.6889,|,-48025.16797,|,-15.8829,|,0.17051,|,-20.25058,|,5153.81982,|,0.84821,|,0.29992,|,0.29992,|
49.77258,|,49.90535,|,52.9344,|,49.94968,|,57.27726,|,60.91582,|,57.48107,|,-0.51266,|,0.06999,|,-0.0469,|,0,|,0,|,0,|,0,|,0,|,0,|,0.41472,|,-0.01673,|,0.03415,|,2.14533,|,-1.19044,|,324.83054,|,328.63351,|,-0.94839,|,-4.14963,|,321.69522,|,2.69308,|,-0.1105,|,333.87091,|,3.66301,|,51.43123,|,-0.67266,|,3982.34692,|,3755.90088,|,0,|,3982.2334,|,50,|,-2,|,-11985.09668,|,1021.76923,|,-48027.42188,|,-15.91014,|,1.20736,|,-20.14228,|,5163.23633,|,0.84976,|,0.31666,|,0.31666,|
49.56258,|,49.65731,|,52.67179,|,49.74783,|,57.03561,|,60.61361,|,57.24878,|,-0.42581,|,0.06237,|,-0.07017,|,0,|,0,|,0,|,0,|,0,|,0,|,0.41017,|,-0.01315,|,0.06374,|,4.75192,|,-1.26739,|,325.09644,|,328.90659,|,-0.27266,|,-3.73599,|,321.50357,|,4.72427,|,-0.1355,|,333.16092,|,3.66302,|,51.43125,|,-0.67268,|,3983.0166,|,3756.51172,|,0,|,3982.83691,|,50,|,-2,|,-11986.83789,|,1021.95355,|,-48029.62109,|,-15.87633,|,2.10781,|,-19.96184,|,5172.45557,|,0.85128,|,0.33312,|,0.33312,|
49.23532,|,49.29952,|,52.293,|,49.42241,|,56.659,|,60.17772,|,56.8743,|,-0.35295,|,0.05356,|,-0.06732,|,0,|,0,|,0,|,0,|,0,|,0,|,0.38622,|,-0.00977,|,0.07284,|,7.26555,|,-1.29832,|,325.48215,|,329.29895,|,0.41224,|,-3.22559,|,321.31458,|,6.64172,|,-0.15234,|,332.18701,|,3.66304,|,51.43127,|,-0.67271,|,3983.99585,|,3757.46094,|,0,|,3983.76074,|,50,|,-2,|,-11988.57227,|,1022.23242,|,-48031.79297,|,-15.78515,|,2.94068,|,-19.71336,|,5181.62305,|,0.85279,|,0.34856,|,0.34856,|
48.89521,|,48.94134,|,51.9138,|,49.08152,|,56.2676,|,59.74134,|,56.48201,|,-0.3085,|,0.04751,|,-0.05687,|,0,|,0,|,0,|,0,|,0,|,0,|,0.35763,|,-0.00757,|,0.0687,|,9.13451,|,-1.29614,|,325.80014,|,329.62177,|,0.89038,|,-2.82594,|,321.1637,|,8.09843,|,-0.16039,|,331.28009,|,3.66305,|,51.43129,|,-0.67273,|,3984.98389,|,3758.29663,|,0,|,3984.69824,|,50,|,-2,|,-11989.94727,|,1022.51801,|,-48033.50391,|,-15.67614,|,3.55703,|,-19.47189,|,5188.88721,|,0.85398,|,0.35981,|,0.35981,|
48.37247,|,48.40811,|,51.34929,|,48.56118,|,55.66605,|,59.09171,|,55.88321,|,-0.26266,|,0.04062,|,-0.04174,|,0,|,0,|,0,|,0,|,0,|,0,|,0.31429,|,-0.00552,|,0.05621,|,11.26905,|,-1.27457,|,326.15439,|,329.98138,|,1.38834,|,-2.38738,|,320.9693,|,9.81303,|,-0.16574,|,330.04996,|,3.66306,|,51.4313,|,-0.67275,|,3986.47192,|,3759.74683,|,0,|,3986.13721,|,50,|,-2,|,-11991.6709,|,1022.95245,|,-48035.63672,|,-15.50193,|,4.25778,|,-19.12233,|,5197.99805,|,0.85548,|,0.37253,|,0.37253,|
47.77584,|,47.80516,|,50.71098,|,47.96287,|,54.97946,|,58.35716,|,55.19469,|,-0.22983,|,0.03509,|,-0.03064,|,0,|,0,|,0,|,0,|,0,|,0,|,0.26716,|,-0.00412,|,0.04239,|,13.09976,|,-1.24695,|,326.42813,|,330.2597,|,1.76141,|,-2.04492,|,320.76938,|,11.34189,|,-0.1679,|,328.81439,|,3.66308,|,51.43132,|,-0.67278,|,3988.18262,|,3761.35571,|,0,|,3987.80981,|,50,|,-2,|,-11993.36133,|,1023.45496,|,-48037.71484,|,-15.30031,|,4.85251,|,-18.73957,|,5206.94189,|,0.85695,|,0.38347,|,0.38347,|
47.22692,|,47.25166,|,50.12521,|,47.32525,|,54.34777,|,57.68306,|,54.46093,|,-0.20404,|,0.03051,|,0.00528,|,0,|,0,|,0,|,0,|,0,|,0,|,0.22071,|,-0.00305,|,0.02515,|,14.57858,|,-1.22439,|,326.61383,|,330.4491,|,2.04313,|,-1.35379,|,320.57971,|,12.61647,|,-0.16507,|,327.65497,|,3.66309,|,51.43134,|,-0.6728,|,3990.01392,|,3763.03882,|,0,|,3989.62646,|,50,|,-2,|,-11994.96973,|,1023.99542,|,-48039.67969,|,-15.08665,|,5.31779,|,-18.35353,|,5215.45557,|,0.85835,|,0.39252,|,0.39252,|
46.66037,|,46.67703,|,49.51706,|,46.65144,|,53.69579,|,56.98321,|,53.68552,|,-0.18566,|,0.02624,|,0.05474,|,0,|,0,|,0,|,0,|,0,|,0,|,0.17578,|,-0.00187,|,-0.00525,|,15.76122,|,-1.23074,|,326.64709,|,330.4856,|,2.2494,|,-0.63568,|,320.42462,|,13.66849,|,-0.1463,|,326.5213,|,3.6631,|,51.43136,|,-0.67282,|,3991.96167,|,3764.93652,|,0,|,3991.54956,|,50,|,-2,|,-11996.53516,|,1024.57178,|,-48041.57812,|,-14.85694,|,5.67119,|,-17.97466,|,5223.74854,|,0.85972,|,0.40013,|,0.40013,|
46.03873,|,46.05545,|,48.85911,|,45.97268,|,52.98042,|,56.22606,|,52.90442,|,-0.17127,|,0.0252,|,0.07943,|,0,|,0,|,0,|,0,|,0,|,0,|,0.13466,|,-0.0003,|,-0.03023,|,16.64856,|,-1.27483,|,326.51248,|,330.3537,|,2.39285,|,-0.23569,|,320.29102,|,14.47125,|,-0.12009,|,325.49564,|,3.66312,|,51.43138,|,-0.67284,|,3993.93286,|,3766.89917,|,0,|,3993.52612,|,50,|,-2,|,-11998.02051,|,1025.15637,|,-48043.37109,|,-14.63057,|,5.91009,|,-17.61698,|,5231.62061,|,0.86101,|,0.40632,|,0.40632,|
45.40858,|,45.4286,|,48.19549,|,45.31136,|,52.25527,|,55.46238,|,52.14339,|,-0.15944,|,0.0254,|,0.08668,|,0,|,0,|,0,|,0,|,0,|,0,|,0.09828,|,0.00184,|,-0.0438,|,17.27493,|,-1.33875,|,326.27945,|,330.12299,|,2.49662,|,-0.04561,|,320.16937,|,15.03758,|,-0.0932,|,324.61118,|,3.66313,|,51.43139,|,-0.67286,|,3995.85645,|,3768.6875,|,0,|,3995.46167,|,50,|,-2,|,-11999.40527,|,1025.72754,|,-48045.03516,|,-14.41935,|,6.04788,|,-17.28785,|,5238.96631,|,0.86222,|,0.41125,|,0.41125,|
44.66462,|,44.6872,|,47.41053,|,44.54276,|,51.39912,|,54.55907,|,51.25889,|,-0.14711,|,0.02556,|,0.08468,|,0,|,0,|,0,|,0,|,0,|,0,|,0.06013,|,0.00513,|,-0.0476,|,17.75602,|,-1.41275,|,325.96188,|,329.80756,|,2.5924,|,0.0423,|,320.03241,|,15.45954,|,-0.06321,|,323.71506,|,3.66314,|,51.43141,|,-0.67289,|,3998.08643,|,3771.09595,|,0,|,3997.69751,|,50,|,-2,|,-12000.96191,|,1026.39038,|,-48046.89453,|,-14.18683,|,6.10811,|,-16.92665,|,5247.22021,|,0.86358,|,0.41586,|,0.41586,|
43.92882,|,43.95398,|,46.63415,|,43.78841,|,50.55239,|,53.66563,|,50.39081,|,-0.13566,|,0.02592,|,0.07623,|,0,|,0,|,0,|,0,|,0,|,0,|,0.0266,|,0.009,|,-0.04302,|,18.00711,|,-1.46146,|,325.66327,|,329.51041,|,2.6744,|,0.0718,|,319.90176,|,15.65235,|,-0.03564,|,322.95923,|,3.66315,|,51.43142,|,-0.67291,|,4000.2605,|,3773.73608,|,0,|,3999.88452,|,50,|,-2,|,-12002.4541,|,1027.03687,|,-48048.67188,|,-13.97139,|,6.0777,|,-16.5926,|,5255.11914,|,0.86488,|,0.41941,|,0.41941,|
43.17747,|,43.20432,|,45.8403,|,43.01814,|,49.68775,|,52.75208,|,49.50439,|,-0.12411,|,0.02589,|,0.06638,|,0,|,0,|,0,|,0,|,0,|,0,|,-0.00403,|,0.01327,|,-0.03413,|,18.06596,|,-1.47062,|,325.40942,|,329.25739,|,2.75432,|,0.09387,|,319.77393,|,15.64357,|,-0.00851,|,322.29987,|,3.66316,|,51.43144,|,-0.67293,|,4002.45605,|,3776.34082,|,0,|,4002.07983,|,50,|,-2,|,-12003.95605,|,1027.68982,|,-48050.44922,|,-13.76255,|,5.96752,|,-16.27076,|,5263.05371,|,0.86619,|,0.42215,|,0.42215,|
42.44968,|,42.48013,|,45.07334,|,42.27245,|,48.85023,|,51.86948,|,48.64627,|,-0.11274,|,0.02543,|,0.0579,|,0,|,0,|,0,|,0,|,0,|,0,|,-0.03048,|,0.01734,|,-0.02447,|,17.95266,|,-1.43386,|,325.22684,|,329.07486,|,2.8332,|,0.12891,|,319.65775,|,15.4525,|,0.01808,|,321.75824,|,3.66318,|,51.43145,|,-0.67295,|,4004.54785,|,3778.69287,|,0,|,4004.19043,|,50,|,-2,|,-12005.40137,|,1028.31189,|,-48052.15625,|,-13.56896,|,5.79421,|,-15.97607,|,5270.66113,|,0.86744,|,0.42401,|,0.42401,|
41.74982,|,41.78192,|,44.33384,|,41.55088,|,48.04483,|,51.01847,|,47.81591,|,-0.10143,|,0.02487,|,0.05024,|,0,|,0,|,0,|,0,|,0,|,0,|,-0.05332,|,0.02094,|,-0.01581,|,17.69695,|,-1.3555,|,325.1091,|,328.95667,|,2.91432,|,0.18088,|,319.55411,|,15.10721,|,0.04535,|,321.31564,|,3.66319,|,51.43147,|,-0.67297,|,4006.53198,|,3781.05298,|,0,|,4006.1875,|,50,|,-2,|,-12006.7998,|,1028.90161,|,-48053.79688,|,-13.38775,|,5.57104,|,-15.70506,|,5278.00098,|,0.86865,|,0.4251,|,0.4251,|
41.05072,|,41.08732,|,43.59809,|,40.82994,|,47.24033,|,50.17179,|,46.98625,|,-0.08975,|,0.02461,|,0.04228,|,0,|,0,|,0,|,0,|,0,|,0,|,-0.07362,|,0.02398,|,-0.00867,|,17.307,|,-1.23871,|,325.04242,|,328.88901,|,3.0028,|,0.24792,|,319.46039,|,14.61135,|,0.07508,|,320.94675,|,3.6632,|,51.43148,|,-0.67299,|,4008.46826,|,3783.59058,|,0,|,4008.1333,|,50,|,-2,|,-12008.20703,|,1029.47668,|,-48055.44531,|,-13.21099,|,5.29867,|,-15.44644,|,5285.35645,|,0.86986,|,0.42551,|,0.42551,|
40.10614,|,40.12566,|,42.57867,|,40.23423,|,46.15332,|,48.99866,|,46.30072,|,-0.09087,|,0.02072,|,0.08012,|,0,|,0,|,0,|,0,|,0,|,0,|,-0.08774,|,0.02603,|,-0.01058,|,16.88848,|,-1.12017,|,325.00671,|,328.85211,|,2.98508,|,0.85107,|,319.40546,|,14.04437,|,0.11096,|,320.68634,|,3.66321,|,51.4315,|,-0.67301,|,4010.02856,|,3785.69043,|,0,|,4009.70361,|,50,|,-2,|,-12009.38672,|,1029.93982,|,-48056.82422,|,-13.06581,|,5.02292,|,-15.24708,|,5291.49463,|,0.87087,|,0.42532,|,0.42532,|
39.11211,|,39.14379,|,41.53775,|,39.61743,|,45.00941,|,47.8008,|,45.59092,|,-0.0802,|,0.04655,|,0.04304,|,0,|,0,|,0,|,0,|,0,|,0,|,-0.10052,|,0.02769,|,-0.02501,|,16.36803,|,-0.9977,|,324.91824,|,328.7623,|,3.04941,|,1.44947,|,319.38733,|,13.29199,|,0.17191,|,320.42923,|,3.66322,|,51.43151,|,-0.67303,|,4011.59644,|,3787.58301,|,0,|,4011.27661,|,50,|,-2,|,-12010.63086,|,1030.40442,|,-48058.27344,|,-12.91143,|,4.68586,|,-15.05727,|,5297.94727,|,0.87193,|,0.42464,|,0.42464,|
38.22198,|,38.26921,|,40.61058,|,39.02553,|,43.98508,|,46.73382,|,44.90978,|,-0.06804,|,-0.01759,|,0.2128,|,0,|,0,|,0,|,0,|,0,|,0,|,-0.1117,|,0.03089,|,-0.03706,|,15.78406,|,-0.88441,|,324.74899,|,328.59167,|,3.17583,|,1.85888,|,319.39194,|,12.45175,|,0.2465,|,320.18506,|,3.66323,|,51.43152,|,-0.67304,|,4013.04663,|,3789.24878,|,0,|,4012.74414,|,50,|,-2,|,-12011.85547,|,1030.83337,|,-48059.69922,|,-12.76002,|,4.32884,|,-14.88313,|,5304.26953,|,0.87297,|,0.4235,|,0.4235,|
37.38743,|,37.44492,|,39.73671,|,38.43123,|,43.02468,|,45.72818,|,44.22588,|,-0.05539,|,0.03303,|,0.11304,|,0,|,0,|,0,|,0,|,0,|,0,|,-0.12196,|,0.03322,|,-0.04926,|,15.11093,|,-0.76678,|,324.49698,|,328.33817,|,3.34358,|,2.11261,|,319.41397,|,11.50839,|,0.32686,|,319.94806,|,3.66324,|,51.43153,|,-0.67306,|,4014.44238,|,3791.06982,|,0,|,4014.15186,|,50,|,-2,|,-12013.12012,|,1031.24536,|,-48061.17578,|,-12.60403,|,3.94449,|,-14.71263,|,5310.78711,|,0.87404,|,0.42181,|,0.42181,|
36.59799,|,36.66964,|,38.91475,|,37.84098,|,42.11622,|,44.78229,|,43.54663,|,-0.04195,|,0.02549,|,0.14765,|,0,|,0,|,0,|,0,|,0,|,0,|,-0.1312,|,0.03379,|,-0.0532,|,14.35037,|,-0.64601,|,324.18747,|,328.02695,|,3.53994,|,2.24113,|,319.44357,|,10.47314,|,0.40831,|,319.71515,|,3.66325,|,51.43155,|,-0.67308,|,4015.76318,|,3792.99414,|,0,|,4015.48877,|,50,|,-2,|,-12014.42383,|,1031.63403,|,-48062.69922,|,-12.44656,|,3.53862,|,-14.54402,|,5317.48584,|,0.87515,|,0.41952,|,0.41952,|
35.88209,|,35.96257,|,38.16509,|,37.27706,|,41.29237,|,43.9196,|,42.89767,|,-0.02877,|,0.02715,|,0.1444,|,0,|,0,|,0,|,0,|,0,|,0,|,-0.13908,|,0.03493,|,-0.0511,|,13.53096,|,-0.51569,|,323.86963,|,327.70721,|,3.74857,|,2.28264,|,319.47894,|,9.38888,|,0.48403,|,319.49609,|,3.66326,|,51.43156,|,-0.6731,|,4016.9563,|,3794.66113,|,0,|,4016.71094,|,50,|,-2,|,-12015.72461,|,1031.98376,|,-48064.21875,|,-12.29289,|,3.12842,|,-14.38242,|,5324.15283,|,0.87624,|,0.41668,|,0.41668,|
35.22942,|,35.3182,|,37.48187,|,36.74274,|,40.54129,|,43.13337,|,42.28279,|,-0.01604,|,0.02752,|,0.14062,|,0,|,0,|,0,|,0,|,0,|,0,|,-0.14559,|,0.03645,|,-0.0449,|,12.66234,|,-0.36534,|,323.57642,|,327.41183,|,3.96156,|,2.27672,|,319.51947,|,8.26848,|,0.55328,|,319.2905,|,3.66327,|,51.43158,|,-0.67312,|,4018.01611,|,3796.02222,|,0,|,4017.80029,|,50,|,-2,|,-12017.01953,|,1032.29297,|,-48065.73438,|,-12.14349,|,2.71835,|,-14.22799,|,5330.77441,|,0.87733,|,0.41331,|,0.41331,|
34.63978,|,34.73887,|,36.86757,|,36.2465,|,39.86275,|,42.42644,|,41.71173,|,-0.00388,|,0.0278,|,0.13474,|,0,|,0,|,0,|,0,|,0,|,0,|,-0.15067,|,0.03805,|,-0.03685,|,11.76569,|,-0.19277,|,323.32898,|,327.16199,|,4.17218,|,2.2485,|,319.56528,|,7.13623,|,0.61537,|,319.10284,|,3.66328,|,51.43159,|,-0.67314,|,4018.92798,|,3797.26978,|,0,|,4018.73779,|,50,|,-2,|,-12018.29102,|,1032.55725,|,-48067.22656,|,-12.00029,|,2.31647,|,-14.08299,|,5337.26172,|,0.8784,|,0.40947,|,0.40947,|
34.09349,|,34.20002,|,36.29614,|,35.77215,|,39.23409,|,41.76886,|,41.16586,|,0.00804,|,0.0277,|,0.12801,|,0,|,0,|,0,|,0,|,0,|,0,|,-0.15451,|,0.03955,|,-0.02807,|,10.81622,|,0.00875,|,323.1261,|,326.95651,|,4.38576,|,2.21044,|,319.61935,|,5.95813,|,0.67297,|,318.9296,|,3.66329,|,51.4316,|,-0.67315,|,4019.72217,|,3798.52661,|,0,|,4019.55713,|,50,|,-2,|,-12019.58398,|,1032.7854,|,-48068.74609,|,-11.85807,|,1.91024,|,-13.94273,|,5343.84961,|,0.87948,|,0.40506,|,0.40506,|
33.68958,|,33.80311,|,35.8752,|,35.41523,|,38.76928,|,41.28445,|,40.75512,|,0.01746,|,0.02747,|,0.1225,|,0,|,0,|,0,|,0,|,0,|,0,|,-0.15665,|,0.04051,|,-0.02122,|,10.03329,|,0.18738,|,322.99976,|,326.82794,|,4.55557,|,2.17741,|,319.66904,|,4.99923,|,0.71536,|,318.80627,|,3.6633,|,51.43161,|,-0.67317,|,4020.26001,|,3799.40967,|,0,|,4020.11377,|,50,|,-2,|,-12020.61816,|,1032.93823,|,-48069.96484,|,-11.74662,|,1.58766,|,-13.83598,|,5349.12109,|,0.88035,|,0.40117,|,0.40117,|
33.51499,|,33.64025,|,35.70267,|,34.998,|,38.56836,|,41.0859,|,40.27498,|,0.03259,|,0.02656,|,0.0792,|,0,|,0,|,0,|,0,|,0,|,0,|,-0.15851,|,0.04114,|,-0.00348,|,9.03136,|,0.43153,|,322.90576,|,326.73096,|,4.76853,|,1.33845,|,319.72165,|,3.80864,|,0.75166,|,318.7005,|,3.66331,|,51.43163,|,-0.67319,|,4020.80859,|,3800.34814,|,0,|,4020.69238,|,50,|,-2,|,-12021.91406,|,1033.09155,|,-48071.49219,|,-11.61425,|,1.19594,|,-13.70554,|,5355.71191,|,0.88144,|,0.39587,|,0.39587,|
33.39418,|,33.51738,|,35.5725,|,34.61886,|,38.42934,|,40.9361,|,39.83868,|,0.04371,|,0.02464,|,0.0326,|,0,|,0,|,0,|,0,|,0,|,0,|,-0.15916,|,0.04113,|,0.0235,|,8.02367,|,0.70084,|,322.96313,|,326.78519,|,4.92213,|,0.67333,|,319.75189,|,2.64689,|,0.76096,|,318.6803,|,3.66332,|,51.43164,|,-0.67321,|,4021.2168,|,3801.04639,|,0,|,4021.12817,|,50,|,-2,|,-12023.19141,|,1033.20215,|,-48073,|,-11.49441,|,0.82245,|,-13.57865,|,5362.20654,|,0.88251,|,0.3902,|,0.3902,|
33.26118,|,33.38801,|,35.43536,|,34.27898,|,38.27628,|,40.77829,|,39.44755,|,0.05431,|,0.02066,|,0.00165,|,0,|,0,|,0,|,0,|,0,|,0,|,-0.15851,|,0.0401,|,0.04626,|,7.02174,|,0.98433,|,323.17615,|,326.995,|,5.04624,|,0.29465,|,319.77924,|,1.49852,|,0.7589,|,318.72656,|,3.66333,|,51.43166,|,-0.67322,|,4021.4895,|,3801.6355,|,0,|,4021.42651,|,50,|,-2,|,-12024.44531,|,1033.27173,|,-48074.48438,|,-11.3834,|,0.46117,|,-13.46053,|,5368.58203,|,0.88355,|,0.38422,|,0.38422,|
33.12765,|,33.2608,|,35.30045,|,33.98168,|,38.12262,|,40.62303,|,39.10542,|,0.06457,|,0.01682,|,-0.01833,|,0,|,0,|,0,|,0,|,0,|,0,|,-0.1568,|,0.0379,|,0.06063,|,6.04743,|,1.26015,|,323.49316,|,327.30881,|,5.1557,|,0.12207,|,319.81363,|,0.37896,|,0.75372,|,318.82855,|,3.66334,|,51.43167,|,-0.67324,|,4021.63135,|,3802.13135,|,0,|,4021.59424,|,50,|,-2,|,-12025.65918,|,1033.30176,|,-48075.91797,|,-11.28026,|,0.11563,|,-13.35483,|,5374.75098,|,0.88457,|,0.3781,|,0.3781,|
33.02517,|,33.16248,|,35.19611,|,33.76926,|,38.00468,|,40.50296,|,38.86098,|,0.07267,|,0.01376,|,-0.02826,|,0,|,0,|,0,|,0,|,0,|,0,|,-0.15476,|,0.03529,|,0.06665,|,5.27949,|,1.46819,|,323.78973,|,327.60297,|,5.24033,|,0.07708,|,319.8497,|,-0.50881,|,0.74977,|,318.94748,|,3.66335,|,51.43168,|,-0.67326,|,4021.65771,|,3802.65039,|,0,|,4021.63965,|,50,|,-2,|,-12026.61719,|,1033.29956,|,-48077.05469,|,-11.2012,|,-0.15427,|,-13.27818,|,5379.62354,|,0.88537,|,0.37306,|,0.37306,|
32.92633,|,33.06475,|,35.09237,|,33.56932,|,37.89095,|,40.38358,|,38.63089,|,0.08115,|,0.01045,|,-0.03418,|,0,|,0,|,0,|,0,|,0,|,0,|,-0.15207,|,0.03185,|,0.06883,|,4.48586,|,1.66773,|,324.11761,|,327.92834,|,5.32885,|,0.08358,|,319.89682,|,-1.43229,|,0.74662,|,319.1058,|,3.66336,|,51.43169,|,-0.67327,|,4021.60522,|,3802.92188,|,0,|,4021.60767,|,50,|,-2,|,-12027.61328,|,1033.27271,|,-48078.23438,|,-11.12098,|,-0.43166,|,-13.2051,|,5384.69482,|,0.88621,|,0.36766,|,0.36766,|
32.82719,|,32.97327,|,34.99522,|,33.38994,|,37.77686,|,40.27179,|,38.42446,|,0.08968,|,0.00731,|,-0.03744,|,0,|,0,|,0,|,0,|,0,|,0,|,-0.14886,|,0.0278,|,0.0679,|,3.69727,|,1.84549,|,324.4491,|,328.25745,|,5.41968,|,0.12115,|,319.95425,|,-2.35694,|,0.74465,|,319.29919,|,3.66336,|,51.4317,|,-0.67329,|,4021.46997,|,3802.93604,|,0,|,4021.49292,|,50,|,-2,|,-12028.61328,|,1033.2207,|,-48079.42578,|,-11.04249,|,-0.70641,|,-13.13861,|,5389.79541,|,0.88705,|,0.36207,|,0.36207,|
32.71978,|,32.87173,|,34.88732,|,33.19716,|,37.65326,|,40.14761,|,38.20261,|,0.10033,|,0.00361,|,-0.03883,|,0,|,0,|,0,|,0,|,0,|,0,|,-0.14431,|,0.02222,|,0.06398,|,2.73678,|,2.02892,|,324.84415,|,328.64963,|,5.53227,|,0.18533,|,320.03897,|,-3.48926,|,0.74356,|,319.58328,|,3.66337,|,51.43171,|,-0.6733,|,4021.18848,|,3803.09351,|,0,|,4021.23511,|,50,|,-2,|,-12029.85254,|,1033.12146,|,-48080.90234,|,-10.94835,|,-1.0394,|,-13.06578,|,5396.12988,|,0.88809,|,0.35496,|,0.35496,|
32.64399,|,32.80212,|,34.81329,|,33.06655,|,37.56604,|,40.06242,|,38.05231,|,0.10903,|,0.00065,|,-0.03839,|,0,|,0,|,0,|,0,|,0,|,0,|,-0.14033,|,0.01755,|,0.05966,|,1.98856,|,2.14358,|,325.13739,|,328.94077,|,5.62977,|,0.23719,|,320.1163,|,-4.37387,|,0.74335,|,319.84177,|,3.66338,|,51.43172,|,-0.67332,|,4020.87476,|,3802.75781,|,0,|,4020.94263,|,50,|,-2,|,-12030.83984,|,1033.01514,|,-48082.08203,|,-10.87616,|,-1.29733,|,-13.01526,|,5401.18701,|,0.88892,|,0.34918,|,0.34918,|
32.58003,|,32.7426,|,34.74993,|,32.95449,|,37.49243,|,39.98951,|,37.92335,|,0.11742,|,-0.0021,|,-0.03765,|,0,|,0,|,0,|,0,|,0,|,0,|,-0.13602,|,0.01278,|,0.05484,|,1.2485,|,2.23084,|,325.41116,|,329.21249,|,5.72591,|,0.28399,|,320.20251,|,-5.2513,|,0.7434,|,320.12979,|,3.66339,|,51.43173,|,-0.67333,|,4020.47778,|,3802.354,|,0,|,4020.56787,|,50,|,-2,|,-12031.83887,|,1032.88318,|,-48083.27734,|,-10.80583,|,-1.55163,|,-12.97071,|,5406.3208,|,0.88977,|,0.34322,|,0.34322,|
